X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;RATE
66351783;42289108;47289721;30995735;108508040;13189,83;35356048;163494;375,46 ;2076243;665268;294;30;4,83;30,48;0,87;2,66E-05;0,85;2,73;71,27;13,4;46,71;14,04;2,3;7,21;0,0587 ;3,84;19,88;2,4004 ;114,07;2,23;1,01;2,23;18,89;10,52;6,5;1,07;1,2399 ;0,0797 ;3
143190446;47579415;100392259;68140320;392524688;24714,02;75050126;2440480;1286,97 ;5540231;754614;419,9825282;30;4,05;30,6;0,64;3,33E-05;0,63;1,73;70,11;20,7;47,59;2,09;66,26;4,26;-0,1768 ;2,23;17,26;0,5168 ;110,14;1,49;0,52;1,13;22,77;4,99;9,23;0,31;0,8040 ;0,0735 ;3
157338358;70862416;84373718;73570577;70145886;2956,22;83767781;173319;357,89 ;-4269910;-10148011;-377;30;-2,4;38,5;6,62;5,54E-05;5,43;9,05;53,63;42,63;46,76;34,5;77,16;-10,72;0,0678 ;-5,71;1,88;1,2132 ;113,86;-2,03;-6,22;-12,9;-31,3;-103,15;-0,12;-20,06;1,0681 ;0,0296 ;3
451632371;292525011;327219828;206886587;400328395;118079,16;244745783;389766;697,44 ;52925833;43966152;2376;30;12,21;25,32;2,13;3,48E-05;2,34;3,81;72,45;43,59;45,81;32,6;25,53;22,43;0,1008 ;12,15;26,14;1,6483 ;118,3;7,17;10;23,31;57,16;56,8;23,66;13,14;1,0987 ;0,0927 ;3
19534787;7357048;9825370;7213521;34655499;8245,55;12321266;34719;1019,28 ;1085345;610492;42;30;5,45;24,16;2,29;6,43E-05;2,23;5,22;50,3;50,1;36,93;34,59;64,3;-16,84;-2,5080 ;-10,62;42,21;1,4163 ;170,81;1,69;2,04;5,47;32,85;16,61;9,11;1,58;1,1102 ;-0,5228 ;3
146399389;36212752;54548796;101635723;104915271;31470,63;44763666;693886;184,06 ;7775332;3445655;66;40;5,84;33,62;1,03;2,40E-05;1,05;3,02;37,26;14,98;69,42;14,78;92,32;26,8;0,2503 ;8,19;21,5;0,1332 ;44,04;4,46;2,32;3,43;14,83;7,09;43,96;3,54;1,9912 ;0,0758 ;3
235773607;99545695;142559876;63161716;208192233;37158,64;172611892;952641;282,10 ;14202968;1016629;110;30;6,51;7,11;2,92;3,52E-05;2,79;5,2;60,46;53,72;26,79;34,97;21,37;11,4;0,0166 ;8,34;15,76;2,4078 ;273,29;1,17;0,42;1,65;30,61;2,19;14,3;0,49;1,2267 ;0,1344 ;3
31936872;6346440;12686691;14120094;91757847;1462,6;17816778;297614;695,14 ;-2184958;-4084668;-2149;30;-4,38;15,87;0,05;2,36E-06;0,04;0,33;39,72;38,18;44,21;5,7;99,06;-3,97;-2,3531 ;-2,22;4,58;0,0890 ;126,18;-130,39;-12,19;-25,42;-21,85;-55,28;12,73;-6,02;1,1831 ;-0,1455 ;3
52866764;19078154;26038986;27124242;40260852;8682,08;25742523;201932;285,54 ;1103524;1257341;1031;30;3,29;40,24;-0,67;-1,04E-05;-0,65;4,94;49,25;9,76;51,31;9,49;77,29;17,59;2,2912 ;8,57;16,42;0,5540 ;94,91;-3,69;2,5;4,75;16,98;19,34;12,14;3,12;1,1800 ;0,3960 ;3
131387973;88965890;98517771;36772038;121394826;44265,02;94615935;490532;400,64 ;22410644;10393521;2563;30;17,25;12,56;5,55;7,12E-05;6,04;4,61;74,98;52,98;27,99;35,24;39,56;20,18;0,0361 ;14,54;33,69;2,5532 ;257,3;3,1;7,86;32,44;110,54;69,86;32,34;11,67;0,8987 ;0,2127 ;3
97320032;17871023;21071420;47042572;109450985;40671,88;50277460;558722;104,84 ;1034972;2603172;1005;30;3,03;39,32;-0,75;-1,63E-05;-0,74;2,59;21,65;34,85;48,34;8,85;99,79;8,71;2,9491 ;4,5;41,79;0,3502 ;106,88;-3,37;2,9;5,52;6,9;23,86;4,75;3,27;2,4818 ;-0,0106 ;3
386959503;248466917;261942295;133360300;206353323;51954,61;253599203;50893;512,04 ;8999539;-24404574;-2559;29;3,11;22,15;7,58;6,16E-05;7,16;6,51;67,69;7,7;34,46;33,57;85,72;0,4;-0,1725 ;0,26;13,43;4,2920 ;190,16;0,93;-5,91;-16,69;18,87;-2,39;6,39;-0,55;1,2907 ;0,0056 ;3
46880516;8719043;15426935;17785992;94666047;7789,4;29094525;63423;1434,33 ;3444883;2852479;17085,32605;29;8,39;36,45;0,97;3,15E-05;0,99;1,18;32,91;50,43;37,94;23,9;87,63;-1,28;0,5801 ;-0,79;16,62;5,9075 ;163,58;5,04;6,33;17,31;492,13;528,24;6,75;3,91;1,4210 ;-0,1242 ;3
76415312;45028743;48728775;24076454;74625470;19287,08;52338858;352859;212,00 ;5526214;2765431;3142;29;7,5;25,75;3,22;4,59E-05;3,32;5,26;63,77;50,12;31,51;58,35;55,16;10,5;0,0027 ;7,19;25,24;5,0235 ;217,39;2,3;3,7;12,13;125,6;70,8;22,38;4,17;0,9477 ;0,1796 ;3
1389749491;815836530;1123938718;677422566;861369263;291998,32;712326925;1253800;469,16 ;105527286;43166603;2408;29;7,75;42,62;5,43;6,57E-05;5,55;8,33;80,87;39,68;48,74;32,01;40,16;13,82;-0,0369 ;7,08;21,01;3,6599 ;105,15;2,29;3,04;6,54;106,87;61,04;19,71;7;0,9243 ;0,0973 ;3
139783448;87597133;115410663;9474701;172787608;-20745,75;130308747;2916096;167,75 ;470333;-49378807;-6976;29;1,64;-18,08;4,28;5,68E-05;3,26;1,29;82,56;65,14;6,78;23,5;9,22;6,9;-0,0008 ;6,44;-14,84;2,8561 ;1375,33;-5,67;-29,59;-144,61;1,33;-85,89;19,57;-17,52;0,9588 ;0,0718 ;3
157827517;4289505;17642979;29438480;298571410;-23539,49;128389036;2745145;348,39 ;-41222490;-50350887;-1918;22;-20,68;4,32;-0,55;-1,29E-05;-0,47;1,54;11,18;17,33;18,65;5,56;59,94192;-2,38;3,7372 ;-1,93;-14,91;0,2218 ;436,13;31,14;-27,44;-92,03;-152,68;-184,44;-1,03;-16,68;2,0080 ;-0,2065 ;3
60847559;16175502;23148260;23893438;36741086;-2848;36954121;546088;255,15 ;-1223496;-11963048;-5751;28;-1,12;22,18;-1,29;-1,29E-05;-0,97;1,42;38,04;30,22242718;39,27;24,48074967;59,94192;3,33;19,6199 ;2,02;-4,68;0,0425 ;154,66;26,16;-18,2;-40,05;-11,76;-115,03;25,9;-32,56;1,0513 ;0,1044 ;3
262726142;112735943;223142484;111559755;193153908;34424;151166386;586021;668,35 ;3929523;3022828;116;28;2,21;32,8;4,81;6,15E-05;4,4;3,45;84,93;51,46;42,46;22,66;75,6;15,16;-0,1255 ;8,72;13,1;1,3485 ;135,5;1,51;1,05;2,39;14,92;18,06;6,29;2,46;0,6591 ;0,0387 ;3
44399781;22924801;31544140;16271552;53110018;12216,73;28128230;47173;205,85 ;203552;-1873105;-677;28;0,74;5,51;1,83;3,45E-05;1,75;6,88;71,05;28,22;36,65;16,36;75,95;22,06;0,1765 ;13,97;27,52;0,5319 ;172,87;-0,93;-4,23;-10,81;1,47;-13,52;6,28;-3,53;0,7495 ;0,3967 ;3
247674358;114609730;129631090;121958320;171405811;93963,81;125716038;119773;178,36 ;34902630;38954844;10943;28;15,85;41,39;3,25;4,43E-05;3,75;5,02;52,34;30,22242718;49,24;13,05;59,94192;23,12;0,1106 ;11,74;37,94;4,2423 ;103,08;10,33;16,95;43,71;133,74;110,12;33,81;16,77;1,6671 ;0,1611 ;3
5443797826;3380192194;4063083656;1051679370;4628910405;926934,46;3313858932;2634827;2032,01 ;-34320756;142217981;1695;27;-0,17;12,71;7,9;3,35E-05;5,71;2,88;74,64;33,32;19,32;3,63;80,88;2,65;0,2497 ;2,14;17,03;3,4526 ;417,63;1,55;2,3;18,78;-6,66;38,91;2,21;4,33;0,6968 ;0,0030 ;3
155962662;37920444;80341924;67965715;138189593;19654,82;87996947;406485;260,24 ;521746;906419;174;27;0,92;27,32;2,34;3,67E-05;2,26;1,79;51,51;36,49;43,58;73,77139511;78,38;-4;-0,1211 ;-2,26;12,6;0,8156 ;129,47;1,34;0,59;1,34;1,98;4,1;17,23;0,78;1,1157 ;-0,0306 ;3
36331145;26448497;30070751;4507137;75482200;14332,58;31824008;99877;395,19 ;5029423;3731172;2484;44;13,85;-8,26;3,13;7,41E-05;3,22;4,69;82,77;57,14;12,41;14,64;83,13;18,94;0,4553 ;16,59;39,45;0,6056 ;706,08;2,58;10,24;141,25;66,94;49,66;11,87;4,94;0,3012 ;1,0322 ;3
30698524;5382999;7825316;15782902;79887634;44709,11;14915623;92624;342,87 ;2523616;1575990;292;25;9,52;42,62;0,18;9,72E-06;0,19;0,82;25,49;30,22242718;51,41;2,82;59,94192;18,42;-0,4335 ;8,95;145,64;0,4638 ;94,5;16,32;5,91;10,51;93,47;82,23;6,54;2,78;2,1769 ;-0,0071 ;3
65084683;6116183;17864675;36712017;69161329;1739,9;28372666;391967;307,38 ;-2320117;-6623649;-1878;27;-2,09;32,21;0,64;1,57E-05;0,5;1,84;27,45;25,06;56,41;25,4;74,73;2,99;0,4095 ;1,3;2,67;0,3093 ;77,28;-13,86;-9,34;-16,68;-13,04;-37,22;3,42;-9,58;2,3676 ;-0,1134 ;3
562003095;95446585;363357505;151100368;376071165;92733,8;410902727;237078;642,86 ;16882697;38989719;2391;27;3,75;12,79;4,44;4,07E-05;4,04;1,32;64,65;27,38;26,89;30,5;48,87;17,45;0,0688 ;12,76;16,5;1,2843 ;271,94;3,55;7,46;29,3;17,17;43,28;9,24;11,32;0,7635 ;0,2062 ;3
126180071;48272464;71057581;68076290;84599441;16946,74;58103781;1195865;591,60 ;4877337;2621132;83;24;4,66;40,39;3,33;4,85E-05;3,2;3,97;56,31;29,96;53,95;3,03;60,76;-3,54;-0,1392 ;-1,63;13,43;0,8908 ;85,35;2,41;2,18;4,64;31,12;25,44;22,13;4,71;1,1734 ;-0,1742 ;3
42778256;14619840;21873427;14230618;37209135;8058,71;28547638;73753;129,65 ;-69581;-2016303;-261;26;0,81;24,22;3,62;4,71E-05;3,26;7,09;51,13;56,28;33,27;44,68;24,2;8,88;-0,0006 ;5,93;18,84;5,0180 ;200,61;-1,13;-4,52;-13,24;-1,8;-74,13;15,87;-7,71;1,5384 ;0,0983 ;3
1852315466;596908661;1236953751;558000179;1434784666;400914,56;1294315288;2982877;388,09 ;89105345;38207937;512;26;4,88;15,46;5,57;6,17E-05;5,44;7,65;66,78;47,45;30,12;36,18;51;18,62;0,1104 ;13,01;21,64;1,1791 ;231,96;1,48;2,03;7,08;20,84;8,94;15,29;2,66;0,8586 ;0,2262 ;3
23411216;5424942;12611917;11345678;18826669;6805,85;12065538;160007;101,77 ;-262481;-592617;-58;26;0,36;27,46;-0,21;-3,28E-06;-0,19;4,14;53,87;13,63;48,46;31,97;97,34;11,46;0,0844 ;5,91;29,07;0,3440 ;106,34;18,35;-2,39;-4,63;-4,9;-12,82;14,97;-3,65;1,0457 ;0,0851 ;3
170202323;32653592;42602265;63392706;153630341;36924,75;106809617;3179409;314,82 ;20229586;8421025;419,9825282;26;13,43;27,49;2,31;3,32E-05;2,48;2,27;25,03;27,57;37,25;23,58;42,86;15,37;0,1364 ;9,65;21,69;1,8990 ;168,49;4,41;5,25;14,23;116,42;69,57;38,9;7,87;2,2626 ;0,1942 ;3
197083121;28919915;69671527;95350232;312395715;24516,56;101732889;1240116;490,42 ;13828001;6369383;1280;26;8,06;39,76;0,44;1,36E-05;0,45;1,72;35,35;17,87;48,38;35,45;99,48;-4,1;1,3489 ;-2,12;12,44;0,1596 ;106,69;7,42;3,43;6,78;48,87;31,39;12,95;2,84;1,4334 ;0,0931 ;3
38426712;11681864;12617099;15949310;42772125;6226,79;22477402;128254;712,87 ;3329718;2147180;4898;26;10,32;36,25;0,98;1,86E-05;1,04;0,96;32,83;43,16;41,51;47,01;72,72;-2,01;-0,0164 ;-1,17;16,2;2,6661 ;140,93;7,62;6,4;14,28;151,35;125,78;15,14;6,47;1,7290 ;-0,1037 ;3
50517539;12921065;16033309;19613608;35125755;9633,69;30903932;195055;161,87 ;4458426;1423320;130;25;10,12;27,15;3,29;3,74E-05;3,35;1,95;31,74;44,84;38,83;35,05;77,21;-8,47;-0,1600 ;-5,18;19,07;0,9996 ;157,56;2,29;3,03;8,01;82,47;27,63;35,07;4,25;1,5910 ;-0,0838 ;3
31845904;13260872;19561752;28066646;14771852;-3898,56;3779258;83708;143,42 ;-4143160;-7662205;-3278;25;-10,87;46,02;-1,48;-5,79E-05;-0,91;6,77;61,43;1,23;88,13;30,66;78,07;6,12;2,9274 ;0,73;-12,24;0,0706 ;13,47;38,19;-21,38;-24,83;-33,38;-65,59;-2,94;-55,11;1,4832 ;0,0465 ;3
128607249;52876466;64261957;60534916;164422611;51853,15;68072333;613042;192,98 ;9855630;11966262;5813;25;8,76;41,9;0,84;2,02E-05;0,86;4,18;49,97;31;47,07;30,6;99,55;12,87;0,1192 ;6,81;40,32;0,3671 ;112,45;11,12;10,02;21,64;81,42;115,27;15,02;8,49;1,0111 ;0,1172 ;3
163062790;61659741;75549078;88236596;82173351;13091,33;74826194;148462;714,55 ;6414679;448805;114;25;4,55;41;4,5;4,94E-05;4,44;1,2;46,33;27,4;54,11;52,57;49,42;14,45;0,0703 ;6,63;8,03;1,3274 ;84,8;1,21;0,26;0,51;28,41;3,45;12,1;0,95;1,5646 ;0,1333 ;3
141895385;6082291;45518100;58184299;134657014;8445,02;83711086;642308;2207,49 ;5746598;-935781;-210;24;4,27;26,37;4,34;6,99E-05;3,93;0,54;32,08;49,61;41,01;5,41;65,13;5,62;-0,0033 ;3,31;5,95;1,0529 ;143,87;0,73;-0,59;-1,64;23,48;-6,53;9,73;-1,19;1,8490 ;0,0297 ;3
91044900;27523222;34892238;32318693;141935842;12603,34;58726207;502405;1083,48 ;4260505;2241283;1160;24;5,75;24,95;1,04;2,52E-05;1,04;1,09;38,32;46,41;35,5;46,42;83,19;-7,85;0,1733 ;-5,06;13,84;0,8447 ;181,71;3,08;2,75;7,08;42,61;30,79;13,73;2,17;1,1683 ;-0,2640 ;3
40245761;12761652;13374299;25408572;25103317;11576,36;14837189;211814;125,52 ;3826252;2406112;2187;23;10,12;49,47;2,11;3,57E-05;2,4;4,67;33,23;23;63,13;12,43;59,94192;7,73;-0,1754 ;2,85;28,76;0,4438 ;58,39;7,3;6,15;9,85;69,57;60,69;54,32;13,3;2,0823 ;0,0242 ;3
220409109;132599986;174340677;89622916;171874833;19798,96;130786192;243077;488,28 ;12528470;-12729827;-1383;23;5,74;18,9;4,1;5,39E-05;3,78;3,9;79,1;21,38;40,66;23,42;93,3;14,75;0,0031 ;8,75;8,98;0,8462 ;145,93;-0,8;-5,69;-13,13;22,86;-23,23;17,41;-7,41;0,7801 ;0,1244 ;3
112171639;27530589;69499172;32139289;70280134;-12133,92;80032349;703563;339,52 ;-21041950;-34043827;-1222;23;-14,62;13,83;11,14;9,78E-05;6,9;5,32;61,96;62,21;28,65;49,27;29,43;16,21;-0,0074 ;11,56;-10,82;3,0537 ;249,02;-3,35;-24,14;-78,82;-140,63;-227,53;5,5;-48,44;1,1929 ;-0,1164 ;3
409848920;32372226;57052949;113037026;345342360;56282,18;296811894;184739;1438,93 ;43566134;21626885;3398;23;11,9;19,8;3,39;3,95E-05;3,67;0,18;13,92;42,27;27,58;45,45;71,58;0,99;0,5437 ;0,72;13,73;1,7915 ;262,58;3,78;5,41;21,16;132,22;98,77;16,43;9,42;3,0159 ;0,1022 ;3
29558267;14883078;16389656;11454040;49682168;9959,5;18104227;63024;605,88 ;5838807;3489225;9497;23;23,74;28,6;1,2;3,28E-05;1,3;1,9;55,45;56,63;38,75;37,19;40,94;14,48;0,1435 ;8,87;33,69;3,4311 ;158,06;9,12;13,79;41,27;259,5;214,32;17,24;9,71;1,3269 ;0,1682 ;3
166178454;35037061;65719347;60748298;153154610;13401,5;105430156;614216;354,52 ;4469895;-4754116;-1562;22;3,31;29,61;2,25;3,27E-05;2,06;1,6;39,55;47,11;36,56;1,99;76,18;2,34;0,2879 ;1,48;8,06;1,2231 ;173,55;-0,75;-2,74;-7,48;28,44;-38,67;11,11;-3,97;1,2323 ;0,2290 ;3
54614453;9534837;20757574;32007091;63468323;2980,05;22607362;177462;317,34 ;1679630;-1928228;-114;27;3,16;49,57;0,8;2,23E-05;0,74;1,22;38,01;25,12;58,61;46,47;59,73;-13,02;0,1755 ;-5,39;5,46;0,8803 ;70,63;-4,93;-3,4;-5,33;19,16;-34,17;20,42;-4,72;1,9137 ;-0,1276 ;3
16267059;1536204;6533054;11609991;20322015;4606,56;4657068;44803;150,53 ;1146742;697569;3488;21;7,26;65,22;0,16;7,02E-06;0,16;1,44;40,16;13,42;71,37;21,4;59,94192;40,3;1,5368 ;11,54;28,32;1,1398 ;40,11;30,94;4,14;6,04;114,67;97,88;16,6;4,82;1,9516 ;0,2121 ;3
164427303;45289541;56376618;61360861;172862367;44279,49;103066442;2872580;343,66 ;29080738;23724791;4623;21;18,95;23,71;0,99;1,66E-05;1,11;1,96;34,29;16,32;37,32;18,47;94,41;22,88;1,0926 ;14,34;26,93;0,4299 ;167,97;12,89;15,27;46,01;108,08;75,46;39,09;11,75;1,2936 ;0,3395 ;3
214016448;150378805;152776722;74270435;301628990;31265,13;139746013;7259255;714,76 ;4566154;158646;18;21;2,15;13,74;1,63;3,51E-05;1,61;2,38;71,39;23,86;34,7;48,77;99,78;0,6;-0,0302 ;0,39;14,61;0,2909 ;188,16;1,05;0,07;0,21;10,15;0,54;26;0,08;0,5718 ;-0,0053 ;3
9785136;1990300;3672716;4389126;13128414;3266,04;5396010;108202;127,46 ;-589583;-408583;-111;21;-5,39;31,64;0,75;1,84E-05;0,71;4,06;37,53;22,48;44,86;27,62;59,94192;4,41;-0,1237 ;2,43;33,38;0,5483 ;122,94;-3,27;-4,08;-8,98;-29,48;-21,15;27,5;-3,22;1,4937 ;-0,0220 ;3
42427823;4361092;20654130;31636250;23536713;3255,97;10791574;17715;373,60 ;-85961;692711;163;20;1,62;64,55;-2,1;-4,59E-05;-2,05;4,65;48,68;9,77;74,56;18,04;28,55;30,49;-1,1126 ;7,76;7,67;0,7626 ;34,11;-0,04;1,81;2,55;-2,02;12,07;10,32;2,18;1,6886 ;0,1073 ;3
68223018;9861618;24916144;25361348;57488009;15675,77;42861670;312925;157,50 ;3855614;778177;101;20;6,53;31,53;3,2;4,29E-05;3,17;4,03;36,52;49,82;37,17;32,81;50,74;3,62;0,2522 ;2,28;22,98;4,7951 ;169;1,47;1,12;3,12;100,15;22,24;32,17;1,49;1,7588 ;-0,0594 ;3
138331660;12780924;22769748;63023984;150432045;50847,81;75307676;2383024;240,31 ;32317845;18488659;17085,32605;19;26,31;43,67;0,68;1,37E-05;0,81;1,93;16,46;17,35;45,56;31,66;62,5;2,15;0,1213 ;1,17;36,76;2,3270 ;119,49;27,05;14,5;35,24;787,5042169;704,62;50,18;17,8;3,1971 ;0,1064 ;3
206172585;89342813;94536180;104865327;255560163;37739,88;101307258;222443;642,11 ;7103435;15948362;2291;18;3,67;33,98;1,27;3,21E-05;1,27;2,72;45,85;38,54;50,86;25,55;91,66;15;0,2379 ;7,37;18,3;0,3825 ;96,61;4,14;7,59;15,91;20,41;29,29;5,91;3,99;1,2501 ;0,2481 ;3
438604942;329404758;380455083;127550726;385910967;51690,19;311054216;9740736;560,92 ;22648291;764421;159;24;5,61;23,59;4,8;5,96E-05;4,75;2,5;86,74;53,93;29,08;45,11;98,48;-2,2;0,1935 ;-1,56;11,79;0,3449 ;243,87;1,08;0,18;0,6;93,98;6,35;20,08;0,4;0,3571 ;-0,0626 ;3
136409474;30724661;42443691;75053061;116317961;54703,44;61356412;162415;154,06 ;30773743;20691680;5420;41;24,4;40,32;2,54;4,82E-05;3,22;4,27;31,11;29,98;55,02;16,52;77,02;45,68;-0,0320 ;20,54;40,1;0,8179 ;81,75;9,62;16,39;31,83;154,07;127,73;53,05;21,93;2,1547 ;0,2445 ;3
89667944;30473028;35561763;40417390;66864806;31735,97;49250554;294594;97,47 ;8194420;3797047;251;22;9,49;36,64;4,05;5,50E-05;4,27;11,75;39,66;40,59;45,07;68,03;81,5;12,86;-0,2206 ;7,06;35,39;1,4433 ;121,85;2,9;4,31;9,87;108,33;67,89;31,7;7,68;1,4435 ;0,1255 ;3
24183785;17573214;19235748;17930125;14329026;1595,18;6253660;22391;207,67 ;263380;-2353924;-75;17;1,77;6,31;2,63;6,03E-05;2,22;7,84;79,54;7,74;74,14;25,48;81,59;30,7;-0,0970 ;7,94;6,6;0,1605 ;34,88;-5,24;-9,21;-13,24;1,7;-15,24;9,26;-16,43;1,0690 ;0,0684 ;3
129119524;33879007;49153021;63645026;128831823;9124,82;65474498;379534;286,29 ;-7559792;-10889262;-2405;17;-5,3;50,9;1,79;3,51E-05;1,54;2,88;38,07;31,94;49,29;27,77;68,31;5,84;0,1824 ;2,96;7,07;1,1681 ;102,87;-3,69;-8,35;-15,29;-59,5;-84,99;6,1;-8,38;1,5968 ;-0,0309 ;3
33692944;6878674;19338194;8300594;48974488;11488,57;25392350;542612;388,69 ;2638258;660340;21;16;9,57;-21,66;3,69;7,12E-05;3,66;6,95;57,4;64,02;24,64;21,99;0,67;11,74;0,0140 ;8,85;34,1;1,3815 ;305,91;1,63;2,06;8,28;16,91;7,28;16,48;2,32;1,5437 ;0,1349 ;3
15759365;8871938;10493154;4304087;21988412;6260,57;11455279;117111;183,24 ;-761749;-570185;-1188;16;-4,67;12,08;0,84;1,62E-05;0,8;6,74;66,58;24,79;27,31;36,46;64,61;10,52;0,0001 ;7,65;39,73;1,7793 ;266,15;-3,7;-3,64;-12,39;-31,74;-36,3;3,99;-3,96;0,8171 ;0,1189 ;3
3370628126;2015241076;2849849782;599751241;2573648927;1172193,63;2770876886;7496916;371,43 ;172920958;140988532;854;15;5,44;-7;3,13;2,91E-05;2,92;5,1;84,55;27,96;17,79;9,68;86,38;7,55;0,0177 ;6,21;34,78;1,8777 ;462;2,86;3,96;23,67;20,34;17,66;23,85;5,83;0,7705 ;0,1590 ;3
144002555;1719966;25237943;77452489;250725562;11837,53;66550065;500285;1062,40 ;-3052483;644181;161;13;-1,22;39,9;-0,4;-1,50E-05;-0,39;0,43;17,53;2,87;53,79;16,34;59,94192;3;20,1023 ;1,39;8,22;0,0637 ;85,92;-0,11;0,43;0,82;-15,26;5,55;6,84;0,44;3,1194 ;-0,0592 ;3
123968155;37299074;61035699;45259499;177043275;35524,42;78708656;154215;737,68 ;16727741;13651086;17085,32605;24;17,25;36,29;-0,04;-9,02E-07;-0,04;2,44;49,23;16,03;36,51;1,23;47,26;16,08;0,1394 ;10,21;28,66;5,3018 ;173,91;-280,1;12,72;34,81;500,31;596,92;14,59;11,27;1,0319 ;0,3060 ;3
16568919;9903306;10837026;7148746;10554402;1717,2;9420173;43591;211,09 ;650349;443648;4929;36;4,15;40,43;2,99;3,35E-05;3,02;2,7;65,41;47,68;43,15;37,04;73,97;10,34;0,7819 ;5,88;10,36;5,6310 ;131,77;2,44;2,79;6,4;144,52;100,91;13,06;4,3;0,8935 ;0,0855 ;3
27795314;11263262;17510264;12961957;47712072;10386,45;14833357;98296;167,41 ;3620111;1528057;234;31;13,71;34,87;0,31;1,01E-05;0,32;2,96;63;12,51;46,63;27,07;79,19;17,87;0,2267 ;9,54;37,37;0,7527 ;114,44;13,69;5,65;12,06;110,71;58,33;15,61;4;0,8808 ;0,2427 ;3
104840317;66732969;74717808;51666383;123486583;26135,31;53173934;375604;224,93 ;-5403577;-3968934;-433;59;-4,76;40,55;1,66;3,85E-05;1,54;7,77;71,27;29,6;49,28;64,67;48,4;2,42;0,0057 ;1,23;24,93;2,0726 ;102,92;-1,77;-3,77;-7,39;-59,06;-61,96;13,08;-4,59;0,9453 ;0,0594 ;3
34491603;17077937;22053159;16951213;37094340;9955,63;17540390;50371;208,40 ;3557625;1805857;214;18;11,07;35,38;1,92;4,06E-05;2,02;7,06;63,94;31,96;49,15;54,41;41,37;22,03;0,0045 ;11,21;28,86;1,6205 ;103,48;4,02;5,58;12,04;80,47;48,68;13,86;5,8;1,1176 ;0,1578 ;3
40464778;14034187;20491043;19232903;37177679;10125,78;21231875;90336;168,99 ;-1335656;162172;25;37;-2,41;40,76;-0,36;-6,33E-06;-0,34;4,44;50,64;22,76;47,53;34,01;82,37;-5,32;0,0126 ;-2,79;25,02;1,2473 ;110,39;-1,93;0,41;0,83;-55,65;16,41;5,37;1,06;1,1334 ;-0,0335 ;3
66752822;23293160;32657700;36213861;40775584;11593,37;30538961;83050;146,15 ;1801973;1067976;49;38;3,49;38,53;1,82;2,43E-05;1,73;1,82;48,92;30,2;54,25;33,38;41,63;-3,62;-0,3311 ;-1,65;17,37;1,3588 ;84,33;3,11;1,68;2,99;16,46;14,3;18,54;3,84;1,5644 ;-0,0256 ;3
39705177;20634197;22228927;20654580;34634632;4019,73;19050597;608977;163,37 ;-67430;-692345;-692;29;0,83;39,43;0,23;4,22E-06;0,22;3,37;55,98;21,75;52,02;26,4;45,91;0,43;0,1099 ;0,21;10,12;1,3340 ;92,23;-7,35;-1,74;-3,3;-1,35;-13,42;18,53;-1,94;1,2292 ;-0,0237 ;3
22201790;8046587;11273941;16728393;62743650;11352,84;5473397;262428;421,10 ;5526616;4845461;485;24;23,99;52,83;0,96;1,10E-04;1,02;0,62;50,78;4,61;75,35;57,51;59,94192;23,55;-1,1355 ;5,81;51,13;0,2791 ;32,72;9,05;20,2;33,46;110,53;96,91;24,09;7,72;1,6076 ;0,0274 ;3
210725405;70179110;105464089;153877932;43577982;-56774,71;56847473;1520360;147,22 ;-27761675;-73390152;-594;12;-9,81;69,39;4,31;3,30E-05;1,38;4,14;50,05;19,71;73,02;20,92;77,02;-18,46;-0,4377 ;-4,98;-26,94;1,0175 ;36,94;-38,08;-27,47;-38,34;-222,74;-588,83;0,67;-168,41;1,5793 ;-0,0969 ;3
161208320;56345685;126567047;36653794;104933378;5910,33;124554526;386268;423,12 ;11347324;-22304759;-1917;17;6,85;22,18;7,14;6,02E-05;5,6;9,44;78,51;32,31;22,74;6,92;59,94192;30,1;0,6437 ;23,25;3,67;1,3600 ;339,81;-2,68;-12,61;-46,69;192,8;-468,66;25,1;-26,29;0,3528 ;1,4917 ;3
29914667;18218447;19380062;22255768;21272460;4171,81;7658899;114156;115,61 ;-301836;-319565;-80;26;-0,74;67,71;0,52;1,46E-05;0,51;2,17;64,78;8,86;74,4;59,28;88,67;1,7;0,0444 ;0,44;13,95;1,8800 ;34,41;-3,16;-1,03;-1,43;-15,09;-23,24;7,16;-2,19;1,3424 ;0,0605 ;3
44667067;8356217;9963641;20531994;41051087;6879,95;24135073;386855;238,67 ;2403595;1374081;153;15;7,04;41,4;0,75;1,28E-05;0,76;1,04;22,31;29,46;45,97;24,59;76,51;7,37;-0,1552 ;3,98;15,4;0,8055 ;117,55;7,56;3,22;6,9;48,07;40,39;28,72;4,92;2,4649 ;0,0988 ;3
260396841;210332378;217833612;68769409;213391239;38408,73;191627432;5192077;609,69 ;21810734;12971905;2207;24;8,95;15,63;4,32;4,81E-05;4,53;2,55;83,65;38,74;26,41;64,16;69,14;5,57;-0,0037 ;4,1;14,75;1,7972 ;278,65;2,21;5,14;20,47;72,7;37,15;29,36;5,22;0,5632 ;0,1363 ;3
